<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>
2024.02.09	15:00:00	1.03601	1.03604	1.03483	1.03565	3737
2024.02.09	16:00:00	1.03565	1.03785	1.03524	1.03700	4476
2024.02.09	17:00:00	1.03700	1.03724	1.03687	1.03694	2560
2024.02.09	18:00:00	1.03694	1.03751	1.03643	1.03715	3013
2024.02.09	19:00:00	1.03715	1.03837	1.03706	1.03810	1077
2024.02.09	20:00:00	1.03810	1.03838	1.03796	1.03813	1001
2024.02.09	21:00:00	1.03813	1.03823	1.03742	1.03745	983
2024.02.09	22:00:00	1.03745	1.03765	1.03671	1.03733	3348
2024.02.09	23:00:00	1.03733	1.03759	1.03651	1.03726	1966
2024.02.10	00:00:00	1.03726	1.03731	1.03596	1.03636	1800
2024.02.10	01:00:00	1.03636	1.03652	1.03601	1.03615	3212
2024.02.10	02:00:00	1.03615	1.03659	1.03552	1.03564	2292
2024.02.10	03:00:00	1.03564	1.03629	1.03549	1.03616	1106
2024.02.10	04:00:00	1.03616	1.03629	1.03568	1.03613	3008
2024.02.10	05:00:00	1.03613	1.03620	1.03577	1.03590	2975
2024.02.10	06:00:00	1.03590	1.03647	1.03525	1.03578	1128
2024.02.10	07:00:00	1.03578	1.03627	1.03575	1.03587	1713
2024.02.10	08:00:00	1.03587	1.03730	1.03540	1.03620	1567
2024.02.10	09:00:00	1.03620	1.03638	1.03508	1.03553	3629
2024.02.10	10:00:00	1.03553	1.03578	1.03417	1.03483	1621
2024.02.10	11:00:00	1.03483	1.03552	1.03481	1.03546	627
2024.02.10	12:00:00	1.03546	1.03569	1.03507	1.03516	1700
2024.02.10	13:00:00	1.03516	1.03561	1.03342	1.03422	2610
2024.02.10	14:00:00	1.03422	1.03473	1.03399	1.03445	3962
2024.02.10	15:00:00	1.03445	1.03492	1.03426	1.03468	735
2024.02.10	16:00:00	1.03468	1.03476	1.03361	1.03368	4465
2024.02.10	17:00:00	1.03368	1.03446	1.03282	1.03377	1987
2024.02.10	18:00:00	1.03377	1.03494	1.03369	1.03418	2041
2024.02.10	19:00:00	1.03418	1.03493	1.03403	1.03436	570
2024.02.10	20:00:00	1.03436	1.03487	1.03385	1.03470	1743
2024.02.10	21:00:00	1.03470	1.03486	1.03351	1.03378	2610
2024.02.10	22:00:00	1.03378	1.03404	1.03288	1.03393	3317
2024.02.10	23:00:00	1.03393	1.03413	1.03329	1.03369	3951
2024.02.11	00:00:00	1.03369	1.03402	1.03290	1.03334	2852
2024.02.11	01:00:00	1.03334	1.03445	1.03304	1.03383	950
2024.02.11	02:00:00	1.03383	1.03472	1.03274	1.03469	2261
2024.02.11	03:00:00	1.03469	1.03598	1.03451	1.03576	3808
2024.02.11	04:00:00	1.03576	1.03679	1.03519	1.03652	3377
2024.02.11	05:00:00	1.03652	1.03669	1.03640	1.03640	3128
2024.02.11	06:00:00	1.03640	1.03700	1.03604	1.03657	2787
2024.02.11	07:00:00	1.03657	1.03713	1.03591	1.03699	2770
2024.02.11	08:00:00	1.03699	1.03733	1.03635	1.03702	4968
2024.02.11	09:00:00	1.03702	1.03707	1.03644	1.03705	3197
2024.02.11	10:00:00	1.03705	1.03787	1.03701	1.03751	3186
2024.02.11	11:00:00	1.03751	1.03761	1.03738	1.03742	2011
2024.02.11	12:00:00	1.03742	1.03754	1.03647	1.03691	2705
2024.02.11	13:00:00	1.03691	1.03719	1.03656	1.03660	3696
2024.02.11	14:00:00	1.03660	1.03712	1.03615	1.03695	4361
2024.02.11	15:00:00	1.03695	1.03704	1.03642	1.03690	4008
2024.02.11	16:00:00	1.03690	1.03769	1.03581	1.03706	3480
2024.02.11	17:00:00	1.03706	1.03808	1.03686	1.03742	4002
2024.02.11	18:00:00	1.03742	1.03759	1.03688	1.03714	648
2024.02.11	19:00:00	1.03714	1.03788	1.03612	1.03756	1712
2024.02.11	20:00:00	1.03756	1.03786	1.03688	1.03774	1593
2024.02.11	21:00:00	1.03774	1.03805	1.03630	1.03692	3442
2024.02.11	22:00:00	1.03692	1.03827	1.03651	1.03777	3890
2024.02.11	23:00:00	1.03777	1.03833	1.03725	1.03740	1166
2024.02.12	00:00:00	1.03740	1.03807	1.03606	1.03632	1368
2024.02.12	01:00:00	1.03632	1.03646	1.03503	1.03562	2729
2024.02.12	02:00:00	1.03562	1.03579	1.03485	1.03493	4857
2024.02.12	03:00:00	1.03493	1.03531	1.03475	1.03491	511
2024.02.12	04:00:00	1.03491	1.03512	1.03466	1.03469	4457
2024.02.12	05:00:00	1.03469	1.03517	1.03418	1.03443	1371
2024.02.12	06:00:00	1.03443	1.03512	1.03420	1.03476	1708
2024.02.12	07:00:00	1.03476	1.03523	1.03460	1.03492	3342
2024.02.12	08:00:00	1.03492	1.03550	1.03485	1.03507	3779
2024.02.12	09:00:00	1.03507	1.03543	1.03421	1.03527	4434
2024.02.12	10:00:00	1.03527	1.03602	1.03509	1.03560	524
2024.02.12	11:00:00	1.03560	1.03577	1.03378	1.03424	720
2024.02.12	12:00:00	1.03424	1.03529	1.03353	1.03396	2652
2024.02.12	13:00:00	1.03396	1.03401	1.03235	1.03256	3013
2024.02.12	14:00:00	1.03256	1.03263	1.03224	1.03253	1673
2024.02.12	15:00:00	1.03253	1.03286	1.03232	1.03248	3365
2024.02.12	16:00:00	1.03248	1.03383	1.03220	1.03307	1693
2024.02.12	17:00:00	1.03307	1.03422	1.03305	1.03376	4695
2024.02.12	18:00:00	1.03376	1.03416	1.03279	1.03383	1298
2024.02.12	19:00:00	1.03383	1.03433	1.03290	1.03347	3448
2024.02.12	20:00:00	1.03347	1.03374	1.03300	1.03372	2886
2024.02.12	21:00:00	1.03372	1.03412	1.03303	1.03334	963
2024.02.12	22:00:00	1.03334	1.03393	1.03258	1.03329	3221
2024.02.12	23:00:00	1.03329	1.03413	1.03271	1.03385	1160
2024.02.13	00:00:00	1.03385	1.03415	1.03290	1.03345	2928
2024.02.13	01:00:00	1.03345	1.03456	1.03305	1.03390	3360
2024.02.13	02:00:00	1.03390	1.03471	1.03367	1.03427	824
2024.02.13	03:00:00	1.03427	1.03427	1.03340	1.03362	1470
2024.02.13	04:00:00	1.03362	1.03450	1.03313	1.03417	1830
2024.02.13	05:00:00	1.03417	1.03471	1.03371	1.03456	4677
2024.02.13	06:00:00	1.03456	1.03529	1.03435	1.03457	1495
2024.02.13	07:00:00	1.03457	1.03542	1.03400	1.03404	4643
2024.02.13	08:00:00	1.03404	1.03459	1.03338	1.03346	2902
2024.02.13	09:00:00	1.03346	1.03382	1.03273	1.03307	4768
2024.02.13	10:00:00	1.03307	1.03378	1.03170	1.03336	4240
2024.02.13	11:00:00	1.03336	1.03336	1.03255	1.03271	1818
2024.02.13	12:00:00	1.03271	1.03334	1.03242	1.03293	3018
2024.02.13	13:00:00	1.03293	1.03310	1.03159	1.03211	3726
2024.02.13	14:00:00	1.03211	1.03217	1.03180	1.03193	852
2024.02.13	15:00:00	1.03193	1.03239	1.03156	1.03195	3483
2024.02.13	16:00:00	1.03195	1.03371	1.03176	1.03341	2568
2024.02.13	17:00:00	1.03341	1.03343	1.03233	1.03251	660
2024.02.13	18:00:00	1.03251	1.03338	1.03232	1.03337	4401
2024.02.13	19:00:00	1.03337	1.03352	1.03258	1.03341	1695
2024.02.13	20:00:00	1.03341	1.03377	1.03312	1.03361	4433
2024.02.13	21:00:00	1.03361	1.03366	1.03357	1.03364	1430
2024.02.13	22:00:00	1.03364	1.03387	1.03338	1.03386	2937
2024.02.13	23:00:00	1.03386	1.03428	1.03336	1.03371	2168
2024.02.14	00:00:00	1.03371	1.03488	1.03320	1.03456	4518
2024.02.14	01:00:00	1.03456	1.03495	1.03406	1.03423	4788
2024.02.14	02:00:00	1.03423	1.03497	1.03381	1.03488	3965
2024.02.14	03:00:00	1.03488	1.03500	1.03416	1.03443	4305
2024.02.14	04:00:00	1.03443	1.03457	1.03397	1.03434	3960
2024.02.14	05:00:00	1.03434	1.03519	1.03326	1.03362	1820
2024.02.14	06:00:00	1.03362	1.03421	1.03302	1.03385	4641
2024.02.14	07:00:00	1.03385	1.03497	1.03318	1.03470	2885
2024.02.14	08:00:00	1.03470	1.03519	1.03423	1.03460	2045
2024.02.14	09:00:00	1.03460	1.03479	1.03409	1.03442	1365
2024.02.14	10:00:00	1.03442	1.03444	1.03262	1.03368	3693
2024.02.14	11:00:00	1.03368	1.03445	1.03329	1.03349	1748
2024.02.14	12:00:00	1.03349	1.03360	1.03202	1.03245	3437
2024.02.14	13:00:00	1.03245	1.03294	1.03160	1.03183	792
2024.02.14	14:00:00	1.03183	1.03193	1.03166	1.03192	3356
2024.02.14	15:00:00	1.03192	1.03285	1.03149	1.03268	3391
2024.02.14	16:00:00	1.03268	1.03440	1.03248	1.03437	2861
2024.02.14	17:00:00	1.03437	1.03471	1.03376	1.03396	3456
2024.02.14	18:00:00	1.03396	1.03507	1.03369	1.03480	4972
2024.02.14	19:00:00	1.03480	1.03529	1.03450	1.03490	4273
2024.02.14	20:00:00	1.03490	1.03515	1.03464	1.03475	2477
2024.02.14	21:00:00	1.03475	1.03501	1.03464	1.03497	4421
2024.02.14	22:00:00	1.03497	1.03506	1.03421	1.03496	4795
2024.02.14	23:00:00	1.03496	1.03526	1.03480	1.03497	1220
2024.02.15	00:00:00	1.03497	1.03549	1.03453	1.03467	2115
2024.02.15	01:00:00	1.03467	1.03506	1.03352	1.03375	3843
2024.02.15	02:00:00	1.03375	1.03404	1.03250	1.03274	2817
2024.02.15	03:00:00	1.03274	1.03367	1.03206	1.03309	1106
2024.02.15	04:00:00	1.03309	1.03390	1.03224	1.03287	2626
2024.02.15	05:00:00	1.03287	1.03299	1.03197	1.03245	2181
2024.02.15	06:00:00	1.03245	1.03264	1.03233	1.03240	3824
2024.02.15	07:00:00	1.03240	1.03338	1.03197	1.03284	2819
2024.02.15	08:00:00	1.03284	1.03290	1.03213	1.03290	1129
2024.02.15	09:00:00	1.03290	1.03311	1.03223	1.03245	722
2024.02.15	10:00:00	1.03245	1.03325	1.03190	1.03315	1792
2024.02.15	11:00:00	1.03315	1.03451	1.03305	1.03408	1205
2024.02.15	12:00:00	1.03408	1.03526	1.03365	1.03434	4443
2024.02.15	13:00:00	1.03434	1.03527	1.03416	1.03489	1720
2024.02.15	14:00:00	1.03489	1.03602	1.03487	1.03561	3355
2024.02.15	15:00:00	1.03561	1.03661	1.03503	1.03626	1073
2024.02.15	16:00:00	1.03626	1.03723	1.03608	1.03659	2487
2024.02.15	17:00:00	1.03659	1.03733	1.03629	1.03691	4703
2024.02.15	18:00:00	1.03691	1.03724	1.03685	1.03718	3395
2024.02.15	19:00:00	1.03718	1.03720	1.03612	1.03645	1797
2024.02.15	20:00:00	1.03645	1.03716	1.03628	1.03683	3864
2024.02.15	21:00:00	1.03683	1.03719	1.03573	1.03594	2755
2024.02.15	22:00:00	1.03594	1.03609	1.03484	1.03539	1557
2024.02.15	23:00:00	1.03539	1.03625	1.03532	1.03615	4984
2024.02.16	00:00:00	1.03615	1.03686	1.03610	1.03662	4719
2024.02.16	01:00:00	1.03662	1.03757	1.03640	1.03749	3049
2024.02.16	02:00:00	1.03749	1.03759	1.03694	1.03727	649
2024.02.16	03:00:00	1.03727	1.03728	1.03631	1.03650	2351
2024.02.16	04:00:00	1.03650	1.03682	1.03618	1.03630	2812
2024.02.16	05:00:00	1.03630	1.03697	1.03593	1.03631	4684
2024.02.16	06:00:00	1.03631	1.03655	1.03596	1.03631	3798
2024.02.16	07:00:00	1.03631	1.03729	1.03578	1.03696	1501
2024.02.16	08:00:00	1.03696	1.03704	1.03541	1.03669	2795
2024.02.16	09:00:00	1.03669	1.03714	1.03666	1.03685	1307
2024.02.16	10:00:00	1.03685	1.03712	1.03586	1.03619	2632
2024.02.16	11:00:00	1.03619	1.03648	1.03603	1.03642	2909
2024.02.16	12:00:00	1.03642	1.03699	1.03558	1.03637	2794
2024.02.16	13:00:00	1.03637	1.03650	1.03559	1.03585	2422
2024.02.16	14:00:00	1.03585	1.03588	1.03546	1.03565	2467
2024.02.16	15:00:00	1.03565	1.03585	1.03507	1.03548	4086
2024.02.16	16:00:00	1.03548	1.03608	1.03510	1.03526	2776
2024.02.16	17:00:00	1.03526	1.03651	1.03504	1.03631	689
2024.02.16	18:00:00	1.03631	1.03686	1.03619	1.03620	3833
2024.02.16	19:00:00	1.03620	1.03631	1.03576	1.03600	3279
2024.02.16	20:00:00	1.03600	1.03603	1.03426	1.03464	3630
2024.02.16	21:00:00	1.03464	1.03502	1.03400	1.03404	3698
2024.02.16	22:00:00	1.03404	1.03404	1.03349	1.03382	1279
2024.02.16	23:00:00	1.03382	1.03383	1.03316	1.03334	4873
2024.02.17	00:00:00	1.03334	1.03470	1.03309	1.03415	4956
2024.02.17	01:00:00	1.03415	1.03436	1.03359	1.03399	1155
2024.02.17	02:00:00	1.03399	1.03487	1.03392	1.03474	1485
2024.02.17	03:00:00	1.03474	1.03491	1.03458	1.03473	1608
2024.02.17	04:00:00	1.03473	1.03491	1.03466	1.03470	4849
2024.02.17	05:00:00	1.03470	1.03493	1.03419	1.03459	4695
2024.02.17	06:00:00	1.03459	1.03478	1.03380	1.03454	1692
2024.02.17	07:00:00	1.03454	1.03563	1.03434	1.03556	3337
2024.02.17	08:00:00	1.03556	1.03671	1.03368	1.03407	1595
2024.02.17	09:00:00	1.03407	1.03426	1.03206	1.03278	671
2024.02.17	10:00:00	1.03278	1.03321	1.03224	1.03239	1536
2024.02.17	11:00:00	1.03239	1.03306	1.03191	1.03234	848
2024.02.17	12:00:00	1.03234	1.03277	1.03211	1.03272	4314
2024.02.17	13:00:00	1.03272	1.03360	1.03255	1.03296	4034
2024.02.17	14:00:00	1.03296	1.03327	1.03229	1.03267	1329
2024.02.17	15:00:00	1.03267	1.03325	1.03264	1.03325	3053
2024.02.17	16:00:00	1.03325	1.03436	1.03315	1.03384	1423
2024.02.17	17:00:00	1.03384	1.03455	1.03380	1.03390	3044
2024.02.17	18:00:00	1.03390	1.03448	1.03383	1.03445	4531
2024.02.17	19:00:00	1.03445	1.03458	1.03401	1.03457	4459
2024.02.17	20:00:00	1.03457	1.03511	1.03400	1.03416	4248
2024.02.17	21:00:00	1.03416	1.03481	1.03398	1.03455	1584
2024.02.17	22:00:00	1.03455	1.03491	1.03447	1.03456	1358
2024.02.17	23:00:00	1.03456	1.03482	1.03447	1.03451	1221
2024.02.18	00:00:00	1.03451	1.03557	1.03384	1.03538	1072
2024.02.18	01:00:00	1.03538	1.03562	1.03355	1.03380	3262
2024.02.18	02:00:00	1.03380	1.03465	1.03236	1.03287	3462
2024.02.18	03:00:00	1.03287	1.03289	1.03179	1.03208	4470
2024.02.18	04:00:00	1.03208	1.03268	1.03136	1.03181	906
2024.02.18	05:00:00	1.03181	1.03245	1.03111	1.03160	1693
2024.02.18	06:00:00	1.03160	1.03167	1.03050	1.03061	3775
2024.02.18	07:00:00	1.03061	1.03098	1.02929	1.02995	3565
2024.02.18	08:00:00	1.02995	1.03023	1.02918	1.02937	2423
2024.02.18	09:00:00	1.02937	1.03159	1.02902	1.03084	1185
2024.02.18	10:00:00	1.03084	1.03234	1.03069	1.03190	2678
2024.02.18	11:00:00	1.03190	1.03231	1.03114	1.03160	1273
2024.02.18	12:00:00	1.03160	1.03249	1.03095	1.03132	2909
2024.02.18	13:00:00	1.03132	1.03161	1.03013	1.03056	4556
2024.02.18	14:00:00	1.03056	1.03059	1.02927	1.02933	1380
2024.02.18	15:00:00	1.02933	1.02950	1.02912	1.02920	1030
2024.02.18	16:00:00	1.02920	1.02958	1.02833	1.02853	3819
2024.02.18	17:00:00	1.02853	1.02936	1.02749	1.02843	609
2024.02.18	18:00:00	1.02843	1.02851	1.02730	1.02739	4925
2024.02.18	19:00:00	1.02739	1.02824	1.02685	1.02687	3987
2024.02.18	20:00:00	1.02687	1.02747	1.02640	1.02691	2315
2024.02.18	21:00:00	1.02691	1.02778	1.02677	1.02709	2131
2024.02.18	22:00:00	1.02709	1.02756	1.02668	1.02729	2240
2024.02.18	23:00:00	1.02729	1.02756	1.02576	1.02643	2284
2024.02.19	00:00:00	1.02643	1.02693	1.02625	1.02690	4277
2024.02.19	01:00:00	1.02690	1.02693	1.02594	1.02636	4099
2024.02.19	02:00:00	1.02636	1.02789	1.02573	1.02670	1420
2024.02.19	03:00:00	1.02670	1.02713	1.02633	1.02664	1309
2024.02.19	04:00:00	1.02664	1.02673	1.02538	1.02574	2932
2024.02.19	05:00:00	1.02574	1.02599	1.02527	1.02549	3426
2024.02.19	06:00:00	1.02549	1.02567	1.02524	1.02567	3772
2024.02.19	07:00:00	1.02567	1.02604	1.02556	1.02599	1910
2024.02.19	08:00:00	1.02599	1.02641	1.02550	1.02586	2671
2024.02.19	09:00:00	1.02586	1.02679	1.02564	1.02675	969
2024.02.19	10:00:00	1.02675	1.02752	1.02596	1.02732	2550
2024.02.19	11:00:00	1.02732	1.02745	1.02659	1.02711	3593
2024.02.19	12:00:00	1.02711	1.02775	1.02710	1.02752	1869
2024.02.19	13:00:00	1.02752	1.02922	1.02677	1.02866	1933
2024.02.19	14:00:00	1.02866	1.03019	1.02854	1.02982	2580
2024.02.19	15:00:00	1.02982	1.02985	1.02845	1.02901	4399
2024.02.19	16:00:00	1.02901	1.02948	1.02773	1.02839	3218
2024.02.19	17:00:00	1.02839	1.02949	1.02752	1.02925	4635
2024.02.19	18:00:00	1.02925	1.02934	1.02812	1.02855	777
2024.02.19	19:00:00	1.02855	1.02865	1.02758	1.02768	4320
2024.02.19	20:00:00	1.02768	1.02787	1.02694	1.02733	696
2024.02.19	21:00:00	1.02733	1.02791	1.02720	1.02754	1950
2024.02.19	22:00:00	1.02754	1.02801	1.02670	1.02742	2419
2024.02.19	23:00:00	1.02742	1.02808	1.02678	1.02697	1564
2024.02.20	00:00:00	1.02697	1.02706	1.02649	1.02660	4951
2024.02.20	01:00:00	1.02660	1.02719	1.02584	1.02622	4517
2024.02.20	02:00:00	1.02622	1.02662	1.02527	1.02573	3070
2024.02.20	03:00:00	1.02573	1.02734	1.02442	1.02718	2538
2024.02.20	04:00:00	1.02718	1.02795	1.02701	1.02742	3927
2024.02.20	05:00:00	1.02742	1.02817	1.02740	1.02802	3684
2024.02.20	06:00:00	1.02802	1.02831	1.02750	1.02777	2662
2024.02.20	07:00:00	1.02777	1.02799	1.02736	1.02770	4222
2024.02.20	08:00:00	1.02770	1.02788	1.02683	1.02731	1368
2024.02.20	09:00:00	1.02731	1.02753	1.02517	1.02573	1749
2024.02.20	10:00:00	1.02573	1.02602	1.02410	1.02494	579
2024.02.20	11:00:00	1.02494	1.02525	1.02331	1.02387	1035
2024.02.20	12:00:00	1.02387	1.02435	1.02203	1.02254	1394
2024.02.20	13:00:00	1.02254	1.02290	1.02180	1.02186	3311
2024.02.20	14:00:00	1.02186	1.02297	1.02166	1.02273	4349
2024.02.20	15:00:00	1.02273	1.02312	1.02256	1.02275	3155
2024.02.20	16:00:00	1.02275	1.02438	1.02274	1.02359	2504
2024.02.20	17:00:00	1.02359	1.02444	1.02351	1.02390	1715
2024.02.20	18:00:00	1.02390	1.02459	1.02353	1.02443	956
2024.02.20	19:00:00	1.02443	1.02483	1.02383	1.02393	3131
2024.02.20	20:00:00	1.02393	1.02445	1.02362	1.02430	1133
2024.02.20	21:00:00	1.02430	1.02482	1.02381	1.02480	4056
2024.02.20	22:00:00	1.02480	1.02491	1.02417	1.02450	2339
2024.02.20	23:00:00	1.02450	1.02504	1.02404	1.02489	2075
2024.02.21	00:00:00	1.02489	1.02542	1.02472	1.02529	619
2024.02.21	01:00:00	1.02529	1.02564	1.02483	1.02500	1590
2024.02.21	02:00:00	1.02500	1.02564	1.02432	1.02436	560
2024.02.21	03:00:00	1.02436	1.02458	1.02290	1.02369	3762
2024.02.21	04:00:00	1.02369	1.02461	1.02280	1.02379	2704
2024.02.21	05:00:00	1.02379	1.02430	1.02360	1.02404	4036
2024.02.21	06:00:00	1.02404	1.02414	1.02361	1.02361	3043
2024.02.21	07:00:00	1.02361	1.02403	1.02328	1.02368	4794
2024.02.21	08:00:00	1.02368	1.02421	1.02339	1.02408	4027
2024.02.21	09:00:00	1.02408	1.02480	1.02401	1.02451	1164
2024.02.21	10:00:00	1.02451	1.02559	1.02444	1.02552	1024
2024.02.21	11:00:00	1.02552	1.02669	1.02522	1.02635	4501
2024.02.21	12:00:00	1.02635	1.02663	1.02554	1.02579	1710
2024.02.21	13:00:00	1.02579	1.02719	1.02504	1.02688	3942
2024.02.21	14:00:00	1.02688	1.02720	1.02629	1.02660	3328
2024.02.21	15:00:00	1.02660	1.02772	1.02659	1.02729	3658
2024.02.21	16:00:00	1.02729	1.02744	1.02710	1.02739	1700
2024.02.21	17:00:00	1.02739	1.02868	1.02709	1.02719	1908
2024.02.21	18:00:00	1.02719	1.02761	1.02606	1.02612	2996
2024.02.21	19:00:00	1.02612	1.02625	1.02555	1.02607	599
2024.02.21	20:00:00	1.02607	1.02642	1.02387	1.02516	1902
2024.02.21	21:00:00	1.02516	1.02585	1.02467	1.02581	2783
2024.02.21	22:00:00	1.02581	1.02736	1.02558	1.02679	1420
2024.02.21	23:00:00	1.02679	1.02748	1.02610	1.02635	1785
2024.02.22	00:00:00	1.02635	1.02718	1.02608	1.02659	4925
2024.02.22	01:00:00	1.02659	1.02690	1.02582	1.02619	1804
2024.02.22	02:00:00	1.02619	1.02670	1.02535	1.02586	4560
2024.02.22	03:00:00	1.02586	1.02658	1.02583	1.02639	4672
2024.02.22	04:00:00	1.02639	1.02691	1.02606	1.02641	3532
2024.02.22	05:00:00	1.02641	1.02813	1.02577	1.02754	1188
2024.02.22	06:00:00	1.02754	1.02763	1.02700	1.02729	1425
2024.02.22	07:00:00	1.02729	1.02817	1.02706	1.02796	4704
2024.02.22	08:00:00	1.02796	1.02843	1.02794	1.02807	506
2024.02.22	09:00:00	1.02807	1.02881	1.02750	1.02861	2767
2024.02.22	10:00:00	1.02861	1.02883	1.02782	1.02839	3183
2024.02.22	11:00:00	1.02839	1.02880	1.02745	1.02841	4272
2024.02.22	12:00:00	1.02841	1.02845	1.02777	1.02839	4527
2024.02.22	13:00:00	1.02839	1.02899	1.02711	1.02793	1776
2024.02.22	14:00:00	1.02793	1.02919	1.02790	1.02839	2761
2024.02.22	15:00:00	1.02839	1.02913	1.02793	1.02884	3352
2024.02.22	16:00:00	1.02884	1.02956	1.02882	1.02926	4843
2024.02.22	17:00:00	1.02926	1.03061	1.02923	1.03026	3004
2024.02.22	18:00:00	1.03026	1.03165	1.03018	1.03121	1048
2024.02.22	19:00:00	1.03121	1.03145	1.03069	1.03102	4658
2024.02.22	20:00:00	1.03102	1.03154	1.03085	1.03131	2806
2024.02.22	21:00:00	1.03131	1.03157	1.03085	1.03097	1306
2024.02.22	22:00:00	1.03097	1.03178	1.03053	1.03104	1356
2024.02.22	23:00:00	1.03104	1.03109	1.03065	1.03072	1420
2024.02.23	00:00:00	1.03072	1.03196	1.03033	1.03177	3745
2024.02.23	01:00:00	1.03177	1.03223	1.03110	1.03205	4770
2024.02.23	02:00:00	1.03205	1.03284	1.03190	1.03197	2486
2024.02.23	03:00:00	1.03197	1.03337	1.03146	1.03276	940
2024.02.23	04:00:00	1.03276	1.03291	1.03093	1.03147	4498
2024.02.23	05:00:00	1.03147	1.03186	1.03006	1.03027	3356
2024.02.23	06:00:00	1.03027	1.03118	1.02956	1.03081	3068
2024.02.23	07:00:00	1.03081	1.03102	1.03025	1.03090	772
2024.02.23	08:00:00	1.03090	1.03126	1.03084	1.03111	4867
2024.02.23	09:00:00	1.03111	1.03149	1.03032	1.03034	846
2024.02.23	10:00:00	1.03034	1.03068	1.02993	1.03038	3246
2024.02.23	11:00:00	1.03038	1.03204	1.03007	1.03167	3187
2024.02.23	12:00:00	1.03167	1.03294	1.03167	1.03223	2812
2024.02.23	13:00:00	1.03223	1.03258	1.03196	1.03239	2981
2024.02.23	14:00:00	1.03239	1.03275	1.03209	1.03217	2290
2024.02.23	15:00:00	1.03217	1.03230	1.03130	1.03198	3078
2024.02.23	16:00:00	1.03198	1.03295	1.03005	1.03071	2137
2024.02.23	17:00:00	1.03071	1.03096	1.03026	1.03092	2631
2024.02.23	18:00:00	1.03092	1.03208	1.03078	1.03149	3551
2024.02.23	19:00:00	1.03149	1.03179	1.03057	1.03057	3840
2024.02.23	20:00:00	1.03057	1.03059	1.02979	1.03021	1190
2024.02.23	21:00:00	1.03021	1.03046	1.02918	1.02955	4964
2024.02.23	22:00:00	1.02955	1.02971	1.02878	1.02901	935
2024.02.23	23:00:00	1.02901	1.02940	1.02896	1.02909	1741
2024.02.24	00:00:00	1.02909	1.02941	1.02748	1.02786	2060
2024.02.24	01:00:00	1.02786	1.02868	1.02770	1.02829	1955
2024.02.24	02:00:00	1.02829	1.02928	1.02826	1.02880	2083
2024.02.24	03:00:00	1.02880	1.02941	1.02845	1.02870	1953
2024.02.24	04:00:00	1.02870	1.02942	1.02720	1.02722	2462
2024.02.24	05:00:00	1.02722	1.02727	1.02661	1.02666	3934
2024.02.24	06:00:00	1.02666	1.02759	1.02660	1.02747	4223
2024.02.24	07:00:00	1.02747	1.02801	1.02564	1.02581	2066
2024.02.24	08:00:00	1.02581	1.02609	1.02512	1.02565	1662
2024.02.24	09:00:00	1.02565	1.02604	1.02494	1.02497	3545
2024.02.24	10:00:00	1.02497	1.02593	1.02465	1.02552	768
2024.02.24	11:00:00	1.02552	1.02571	1.02475	1.02515	2506
2024.02.24	12:00:00	1.02515	1.02552	1.02506	1.02545	1490
2024.02.24	13:00:00	1.02545	1.02586	1.02516	1.02585	3235
2024.02.24	14:00:00	1.02585	1.02746	1.02578	1.02703	852
2024.02.24	15:00:00	1.02703	1.02734	1.02675	1.02696	4230
2024.02.24	16:00:00	1.02696	1.02778	1.02673	1.02724	1714
2024.02.24	17:00:00	1.02724	1.02802	1.02613	1.02638	2813
2024.02.24	18:00:00	1.02638	1.02727	1.02542	1.02717	3075
2024.02.24	19:00:00	1.02717	1.02744	1.02643	1.02675	2638
2024.02.24	20:00:00	1.02675	1.02736	1.02570	1.02645	2515
2024.02.24	21:00:00	1.02645	1.02675	1.02589	1.02649	1701
2024.02.24	22:00:00	1.02649	1.02683	1.02538	1.02558	3976
2024.02.24	23:00:00	1.02558	1.02578	1.02471	1.02577	2821
2024.02.25	00:00:00	1.02577	1.02707	1.02510	1.02642	1470
2024.02.25	01:00:00	1.02642	1.02746	1.02614	1.02665	1680
2024.02.25	02:00:00	1.02665	1.02698	1.02558	1.02572	2473
2024.02.25	03:00:00	1.02572	1.02594	1.02495	1.02570	4296
2024.02.25	04:00:00	1.02570	1.02643	1.02564	1.02621	4826
2024.02.25	05:00:00	1.02621	1.02636	1.02488	1.02510	2249
2024.02.25	06:00:00	1.02510	1.02526	1.02417	1.02449	2278
2024.02.25	07:00:00	1.02449	1.02521	1.02443	1.02508	1080
2024.02.25	08:00:00	1.02508	1.02598	1.02490	1.02530	2955
2024.02.25	09:00:00	1.02530	1.02605	1.02495	1.02561	1579
2024.02.25	10:00:00	1.02561	1.02723	1.02483	1.02680	4187
2024.02.25	11:00:00	1.02680	1.02746	1.02677	1.02714	2905
2024.02.25	12:00:00	1.02714	1.02796	1.02679	1.02760	1498
2024.02.25	13:00:00	1.02760	1.02945	1.02744	1.02932	4623
2024.02.25	14:00:00	1.02932	1.02978	1.02912	1.02924	4169
2024.02.25	15:00:00	1.02924	1.02932	1.02835	1.02880	1852
2024.02.25	16:00:00	1.02880	1.02920	1.02874	1.02912	1040
2024.02.25	17:00:00	1.02912	1.02949	1.02903	1.02944	1689
2024.02.25	18:00:00	1.02944	1.03025	1.02890	1.02917	2195
